id	file	ncbi_taxid	kingdom	phylum	class	order	family	genus	species
MGYG000000019	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000019.xml.gz	2779550	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae
MGYG000000020	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000020.xml.gz	28038	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus curvatus
MGYG000000022	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000022.xml.gz	853	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium prausnitzii
MGYG000000023	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000023.xml.gz	1318	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis
MGYG000000027	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000027.xml.gz	52226	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	Mitsuokella multacida
MGYG000000028	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000028.xml.gz	649756	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus
MGYG000000030	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000030.xml.gz	165185	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	
MGYG000000032	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000032.xml.gz	154046	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Hungatella	Hungatella hathewayi
MGYG000000035	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000035.xml.gz	53443	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia hydrogenotrophica
MGYG000000038	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000038.xml.gz	2040332	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Dorea	
MGYG000000039	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000039.xml.gz	853	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium prausnitzii
MGYG000000042	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000042.xml.gz	1411144	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caecigallinarum
MGYG000000046	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000046.xml.gz	2530045	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	
MGYG000000050	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000050.xml.gz	765821	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	
MGYG000000053	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000053.xml.gz	1872444	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
MGYG000000054	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000054.xml.gz	85831	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides acidifaciens
MGYG000000055	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000055.xml.gz	1796646	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum intestinale
MGYG000000057	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000057.xml.gz	29523	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
MGYG000000058	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000058.xml.gz	512314	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia	
MGYG000000061	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000061.xml.gz	74426	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
MGYG000000063	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000063.xml.gz	165185	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	
MGYG000000064	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000064.xml.gz	1415775	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium baratii
MGYG000000065	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000065.xml.gz	165185	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	
MGYG000000066	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000066.xml.gz	59620	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
MGYG000000067	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000067.xml.gz	59620	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	
MGYG000000070	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000070.xml.gz	1193534	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Flavonifractor	
MGYG000000072	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000072.xml.gz	41978	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	
MGYG000000074	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000074.xml.gz	1499682	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii
MGYG000000076	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000076.xml.gz	166486	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia	Roseburia intestinalis
MGYG000000079	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000079.xml.gz	2751275	Bacteria	Firmicutes	Bacilli	Bacillales		Exiguobacterium	
MGYG000000080	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000080.xml.gz	411490	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerostipes	Anaerostipes caccae
MGYG000000081	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000081.xml.gz	1121367	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium propinquum
MGYG000000083	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000083.xml.gz	1478	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Peribacillus	Peribacillus simplex
MGYG000000085	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000085.xml.gz	1965294	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000000986	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000986.xml.gz	1965294	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000003847	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003847.xml.gz	1965294	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000004001	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000004001.xml.gz	1965294	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000004018	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000004018.xml.gz	1965294	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000004054	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000004054.xml.gz	1965294	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000004141	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000004141.xml.gz	1965294	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000000088	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000088.xml.gz	102684	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus infantarius
MGYG000000089	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000089.xml.gz	41978	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	
MGYG000000090	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000090.xml.gz	2763047	Bacteria	Firmicutes	Clostridia	Eubacteriales		Flintibacter	
MGYG000000091	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000091.xml.gz	85698	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter xylosoxidans
MGYG000000096	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000096.xml.gz	33968	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc pseudomesenteroides
MGYG000000097	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000097.xml.gz	1605	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus animalis
MGYG000000098	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000098.xml.gz	1841855	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides bouchesdurhonensis
MGYG000000103	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000103.xml.gz	1917867	Bacteria	Firmicutes	Clostridia	Eubacteriales		Bacilliculturomica	Bacilliculturomica massiliensis
MGYG000000105	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000105.xml.gz	626929	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides clarus
MGYG000000106	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000106.xml.gz	1353	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus gallinarum
MGYG000000109	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000109.xml.gz	2787122	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
MGYG000000112	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000112.xml.gz	2083009	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	
MGYG000000113	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000113.xml.gz	1304	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius
MGYG000000119	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000119.xml.gz	33035	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia producta
MGYG000000120	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000120.xml.gz	54005	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus harei
MGYG000000122	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000122.xml.gz	1294271	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis
MGYG000000123	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000123.xml.gz	33035	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia producta
MGYG000000125	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000125.xml.gz	1519	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium tyrobutyricum
MGYG000000128	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000128.xml.gz	538949	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
MGYG000000131	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000131.xml.gz	1720200	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Anaerotruncus	Anaerotruncus rubiinfantis
MGYG000000135	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000135.xml.gz	1337051	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Murimonas	Murimonas intestini
MGYG000000136	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000136.xml.gz	1897018	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia	
MGYG000000138	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000138.xml.gz	387661	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides johnsonii
MGYG000000139	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000139.xml.gz	1262880	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	
MGYG000000143	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000143.xml.gz	154288	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Turicibacteraceae	Turicibacter	Turicibacter sanguinis
MGYG000000146	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000146.xml.gz	39486	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Dorea	Dorea formicigenerans
MGYG000000149	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000149.xml.gz	84024	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium disporicum
MGYG000000151	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000151.xml.gz	29363	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium paraputrificum
MGYG000000153	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000153.xml.gz	1262942	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia	
MGYG000000154	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000154.xml.gz	1262947	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia	
MGYG000000155	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000155.xml.gz	1583	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa
MGYG000000156	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000156.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000000167	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000167.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000000207	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000207.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000000275	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000275.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000000333	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000333.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000000787	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000787.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000000789	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000789.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000000827	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000827.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000000830	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000830.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000000832	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000832.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000000835	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000835.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000002048	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002048.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000002065	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002065.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000002083	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002083.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000002294	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000002294.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000004181	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000004181.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000004286	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000004286.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000004875	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000004875.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000000157	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000157.xml.gz	1505	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Paeniclostridium	Paeniclostridium sordellii
MGYG000000158	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000158.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000000833	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000833.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000003696	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000003696.xml.gz	165190	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000000160	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000160.xml.gz	147206	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella stercoris
MGYG000000161	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000161.xml.gz	1604	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus amylovorus
MGYG000000163	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000163.xml.gz	1158606	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus asini
MGYG000000169	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000169.xml.gz	2293104	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	
MGYG000000173	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000173.xml.gz	102148	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Solobacterium moorei
MGYG000000174	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000174.xml.gz	2292240	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	
MGYG000000178	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000178.xml.gz	2292244	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Pseudoflavonifractor	
MGYG000000180	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000180.xml.gz	2292221	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000000856	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000856.xml.gz	2292221	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000000188	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000188.xml.gz	2292225	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG000000191	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000191.xml.gz	1398	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Weizmannia	Weizmannia coagulans
MGYG000000192	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000192.xml.gz	545696	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania filiformis
MGYG000000193	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000193.xml.gz	446043	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospira	
MGYG000000195	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000195.xml.gz	853	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium prausnitzii
MGYG000000196	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000196.xml.gz	818	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron
MGYG000000197	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000197.xml.gz	74426	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
MGYG000000199	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000199.xml.gz	1318	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis
MGYG000000202	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000202.xml.gz	2292046	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnotalea	
MGYG000000203	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000203.xml.gz	544645	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas virosa
MGYG000000204	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000204.xml.gz	165185	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	
MGYG000000208	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000208.xml.gz	39496	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium ventriosum
MGYG000000211	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000211.xml.gz	162156	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
MGYG000000213	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000213.xml.gz	2292069	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	
MGYG000000215	/proj/gibbons/refs/micom_databases/recipes/uhgg/models/MGYG000000215.xml.gz	363265	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella stercorea
